Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,05/15/2025,"Online Transfer to SAV ...7036 transaction#: 24779197679 05/15",-500.00,ACCT_XFER,2469.05,,
DEBIT,05/15/2025,"Online Transfer to CHK ...0068 transaction#: 24775117100 05/15",-200.00,ACCT_XFER,2969.05,,
DEBIT,05/15/2025,"APPLE.COM/BILL 866-712-7753 CA               05/15",-9.99,DEBIT_CARD,3169.05,,
CREDIT,05/15/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000017437082 EED:250515   IND ID:ST-F5D3I1J5S8E4              IND NAME:MARK GUNDRUM TRN: 1357437082TC",347.20,ACH_CREDIT,3179.04,,
DEBIT,05/14/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250514 CO ENTRY DESCR:WISE      SEC:WEB    TRACE#:021000029451539 EED:250514   IND ID:TrnWise                      IND NAME:Mark Denis Gundrum                                                                                           72154169 TRN: 1349451539TC",-75.13,MISC_DEBIT,2831.84,,
DEBIT,05/14/2025,"TMOBILE*AUTO PAY 800-937-8997 WA             05/13",-55.36,DEBIT_CARD,2906.97,,
CREDIT,05/14/2025,"Zelle payment from WILLARD CONSTRUCTION GROUP LLC BACpulg2rwt9",20.00,PARTNERFI_TO_CHASE,2962.33,,
DEBIT,05/13/2025,"WAL WAL-MART #2452 001 MILWAUKEE WI  665832  05/13",-64.61,DEBIT_CARD,2942.33,,
CREDIT,05/13/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000016790556 EED:250513   IND ID:ST-S6R1V1L4A1A6              IND NAME:MARK GUNDRUM TRN: 1336790556TC",142.85,ACH_CREDIT,3006.94,,
DEBIT,05/12/2025,"ORIG CO NAME:SELF LENDER INC        ORIG ID:473596202  DESC DATE:       CO ENTRY DESCR:PAYMENTS  SEC:WEB    TRACE#:096001018735775 EED:250512   IND ID:115821112                    IND NAME:MARK GUNDRUM TRN: 1328735775TC",-48.00,MISC_DEBIT,2864.09,,
DEBIT,05/12/2025,"Online Transfer to  CHK ...0068 transaction#: 24564320616 05/12",-350.00,ACCT_XFER,2912.09,,
DEBIT,05/12/2025,"Online Transfer to CHK ...0068 transaction#: 24721422528 05/12",-300.00,ACCT_XFER,3262.09,,
CREDIT,05/12/2025,"Zelle payment from OMAR SANCHEZ WFCT0YT6M8W9",500.00,PARTNERFI_TO_CHASE,3562.09,,
CREDIT,05/12/2025,"Zelle payment from WILLARD CONSTRUCTION GROUP LLC BACo25sje2hk",983.93,PARTNERFI_TO_CHASE,3062.09,,
DEBIT,05/09/2025,"LOOMINOST - KEVINS PB KUALA LUMPUR           05/08",-33.70,DEBIT_CARD,2078.16,,
DEBIT,05/09/2025,"LOOMINOST - KEVINS PB KUALA LUMPUR           05/08",-33.70,DEBIT_CARD,2111.86,,
DEBIT,05/08/2025,"Online Transfer to CHK ...0068 transaction#: 24695319242 05/08",-200.00,ACCT_XFER,2145.56,,
DEBIT,05/08/2025,"CASH APP*MARCO DIEMER Oakland CA             05/08",-7.00,DEBIT_CARD,2345.56,,
CREDIT,05/08/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000024436004 EED:250508   IND ID:ST-Z0K8E3U0T8F0              IND NAME:MARK GUNDRUM TRN: 1284436004TC",347.20,ACH_CREDIT,2352.56,,
DEBIT,05/07/2025,"Online Transfer to CHK ...0068 transaction#: 24686056802 05/07",-300.00,ACCT_XFER,2005.36,,
DEBIT,05/06/2025,"HIGHLEVEL AGENCY SUB GOHIGHLEVEL.C TX        05/06",-297.00,DEBIT_CARD,2305.36,,
DEBIT,05/06/2025,"CASH APP*MARCO DIEMER Oakland CA             05/05",-7.00,DEBIT_CARD,2602.36,,
CREDIT,05/06/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000024855158 EED:250506   IND ID:ST-F6A5L4F3D4T1              IND NAME:MARK GUNDRUM TRN: 1264855158TC",144.60,ACH_CREDIT,2609.36,,
CREDIT,05/06/2025,"Zelle payment from ACI ENTERPRISE, LLC WFCT0YSKMPH6",1000.00,PARTNERFI_TO_CHASE,2464.76,,
DEBIT,05/05/2025,"Online Transfer to CHK ...0068 transaction#: 24650991892 05/05",-100.00,ACCT_XFER,1464.76,,
DEBIT,05/05/2025,"Online Transfer to CHK ...0068 transaction#: 24644654209 05/05",-200.00,ACCT_XFER,1564.76,,
DEBIT,05/05/2025,"BOOST MOBILE HTTPS://WWW.D CO                05/02",-61.08,DEBIT_CARD,1764.76,,
CREDIT,05/05/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000029321940 EED:250505   IND ID:ST-E2Z0W2A3F9G7              IND NAME:MARK GUNDRUM TRN: 1259321940TC",93.80,ACH_CREDIT,1825.84,,
DEBIT,05/02/2025,"CASH APP*MARCO DIEMER Oakland CA             05/01",-48.00,DEBIT_CARD,1732.04,,
DEBIT,05/01/2025,"CASH APP*MARCO DIEMER Oakland CA             05/01",-48.00,DEBIT_CARD,1780.04,,
DEBIT,05/01/2025,"Zelle payment to ROSS YENERICH JPM99b6qtd1s",-12.50,CHASE_TO_PARTNERFI,1828.04,,
DEBIT,05/01/2025,"INDEXSY RICHMOND BC                          04/30",-81.00,DEBIT_CARD,1840.54,,
CREDIT,05/01/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000022406802 EED:250501   IND ID:ST-M2G4T7X0I7M7              IND NAME:MARK GUNDRUM TRN: 1212406802TC",347.20,ACH_CREDIT,1921.54,,
DEBIT,04/30/2025,"MONTHLY SERVICE FEE",-15.00,FEE_TRANSACTION,1574.34,,
DEBIT,04/30/2025,"Payment to Chase card ending in 0678 04/30",-400.00,LOAN_PMT,1589.34,,
CREDIT,04/29/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000027966116 EED:250429   IND ID:ST-U6V1O5D1D0J6              IND NAME:MARK GUNDRUM TRN: 1197966116TC",142.10,ACH_CREDIT,1989.34,,
DEBIT,04/28/2025,"DIGICOPY-MILWAUKEE/VAN MILWAUKEE WI  195374  04/28",-9.71,DEBIT_CARD,1847.24,,
DEBIT,04/28/2025,"Online Transfer to  CHK ...0068 transaction#: 24408534738 04/28",-350.00,ACCT_XFER,1856.95,,
DEBIT,04/28/2025,"INDEXSY RICHMOND BC                          04/25",-81.00,DEBIT_CARD,2206.95,,
DEBIT,04/28/2025,"INDEXSY RICHMOND BC                          04/25",-225.00,DEBIT_CARD,2287.95,,
DEBIT,04/25/2025,"CASH APP*MARCO DIEMER Oakland CA             04/24",-7.00,DEBIT_CARD,2512.95,,
DEBIT,04/25/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              04/24",-100.00,DEBIT_CARD,2519.95,,
DEBIT,04/24/2025,"Online Transfer to CHK ...0068 transaction#: 24524385518 04/24",-1000.00,ACCT_XFER,2619.95,,
DEBIT,04/24/2025,"Online Transfer to CHK ...0068 transaction#: 24522405161 04/24",-450.00,ACCT_XFER,3619.95,,
DEBIT,04/24/2025,"Online Transfer to CHK ...0068 transaction#: 24522104824 04/24",-700.00,ACCT_XFER,4069.95,,
DEBIT,04/24/2025,"CASH APP*MARCO DIEMER Oakland CA             04/24",-7.00,DEBIT_CARD,4769.95,,
DEBIT,04/24/2025,"CASH APP*MARCO DIEMER Oakland CA             04/23",-17.00,DEBIT_CARD,4776.95,,
DEBIT,04/24/2025,"SQ *ROCHAMBO COFFEE AND Milwaukee WI         04/23",-4.09,DEBIT_CARD,4793.95,,
DEBIT,04/24/2025,"CASH APP*MARCO DIEMER Oakland CA             04/23",-7.00,DEBIT_CARD,4798.04,,
DEBIT,04/24/2025,"INDEXSY RICHMOND BC                          04/23",-81.00,DEBIT_CARD,4805.04,,
DEBIT,04/24/2025,"INDEXSY RICHMOND BC                          04/23",-90.00,DEBIT_CARD,4886.04,,
CREDIT,04/24/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000010699219 EED:250424   IND ID:ST-P9S3J0G7Q7U7              IND NAME:MARK GUNDRUM TRN: 1140699219TC",345.45,ACH_CREDIT,4976.04,,
CREDIT,04/24/2025,"Online Transfer from CHK ...0068 transaction#: 24522148333",500.00,ACCT_XFER,4630.59,,
CREDIT,04/24/2025,"Zelle payment from WILLARD CONSTRUCTION GROUP LLC BACn5cx8w8wj",1300.00,PARTNERFI_TO_CHASE,4130.59,,
DEBIT,04/22/2025,"Online Transfer to CHK ...0068 transaction#: 24502913759 04/22",-200.00,ACCT_XFER,2830.59,,
DEBIT,04/22/2025,"ORIG CO NAME:Credit Strong          ORIG ID:5122002794 DESC DATE:042225 CO ENTRY DESCR:CSTR PAYMTSEC:WEB    TRACE#:114994035129292 EED:250422   IND ID:1967610                      IND NAME:Mark Gundrum TRN: 1125129292TC",-90.00,MISC_DEBIT,3030.59,,
DEBIT,04/22/2025,"INDEXSY RICHMOND BC                          04/21",-250.00,DEBIT_CARD,3120.59,,
DEBIT,04/21/2025,"Online Transfer to CHK ...0068 transaction#: 24496488274 04/21",-500.00,ACCT_XFER,3370.59,,
DEBIT,04/21/2025,"Payment to Chase card ending in 0678 04/21",-500.00,LOAN_PMT,3870.59,,
DEBIT,04/21/2025,"CASH APP*MARCO DIEMER Oakland CA             04/21",-7.00,DEBIT_CARD,4370.59,,
DEBIT,04/21/2025,"BP#1721600FOND DU LA SHEBOYGAN FAL WI255000  04/20",-38.92,DEBIT_CARD,4377.59,,
DEBIT,04/21/2025,"TST* CAFE HOLLANDER - D MILWAUKEE WI         04/20",-94.64,DEBIT_CARD,4416.51,,
DEBIT,04/21/2025,"APPLE.COM/BILL 866-712-7753 CA               04/18",-22.55,DEBIT_CARD,4511.15,,
CREDIT,04/21/2025,"Zelle payment from OMAR SANCHEZ WFCT0YR2FYH3",40.00,PARTNERFI_TO_CHASE,4533.70,,
CREDIT,04/21/2025,"Zelle payment from WILLARD CONSTRUCTION GROUP LLC BACkd3bmjd3u",900.00,PARTNERFI_TO_CHASE,4493.70,,
DEBIT,04/18/2025,"CASH APP*MARCO DIEMER Oakland CA             04/17",-7.00,DEBIT_CARD,3593.70,,
DEBIT,04/17/2025,"DIGICOPY-MILWAUKEE/VAN MILWAUKEE WI  615555  04/17",-17.00,DEBIT_CARD,3600.70,,
DEBIT,04/17/2025,"CASH APP*MARCO DIEMER Oakland CA             04/17",-7.00,DEBIT_CARD,3617.70,,
CREDIT,04/17/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000010515932 EED:250417   IND ID:ST-H4D2E6U2J7W5              IND NAME:MARK GUNDRUM TRN: 1070515932TC",345.45,ACH_CREDIT,3624.70,,
DEBIT,04/16/2025,"ORIG CO NAME:Wise Inc               ORIG ID:9453233521 DESC DATE:250416 CO ENTRY DESCR:WISE      SEC:WEB    TRACE#:021000021555882 EED:250416   IND ID:TrnWise                      IND NAME:Mark Denis Gundrum                                                                                           70579973 TRN: 1061555882TC",-300.51,MISC_DEBIT,3279.25,,
DEBIT,04/16/2025,"Online Transfer to CHK ...0068 transaction#: 24435101979 04/16",-500.00,ACCT_XFER,3579.76,,
DEBIT,04/16/2025,"CASH APP*MARCO DIEMER Oakland CA             04/15",-7.00,DEBIT_CARD,4079.76,,
DEBIT,04/16/2025,"CASH APP*MARCO DIEMER Oakland CA             04/15",-7.00,DEBIT_CARD,4086.76,,
DEBIT,04/15/2025,"APPLE.COM/BILL 866-712-7753 CA               04/15",-9.99,DEBIT_CARD,4093.76,,
CREDIT,04/15/2025,"Zelle payment from ACI ENTERPRISE, LLC WFCT0YQFTWLK",1000.00,PARTNERFI_TO_CHASE,4103.75,,
DEBIT,04/14/2025,"NON-CHASE ATM FEE-WITH",-3.00,FEE_TRANSACTION,3103.75,,
DEBIT,04/14/2025,"Online Transfer to  CHK ...0068 transaction#: 24239112189 04/14",-350.00,ACCT_XFER,3106.75,,
DEBIT,04/14/2025,"TMOBILE*AUTO PAY 800-937-8997 WA             04/13",-54.76,DEBIT_CARD,3456.75,,
DEBIT,04/14/2025,"WAL-MART #3322 PEWAUKEE WI                   04/13",-8.36,DEBIT_CARD,3511.51,,
DEBIT,04/14/2025,"PEWAUKEE CITGO PEWAUKEE WI           761016  04/13",-37.53,DEBIT_CARD,3519.87,,
DEBIT,04/14/2025,"SQ *FREQUENCY-R-US 6 Brookfield WI           04/12",-75.00,DEBIT_CARD,3557.40,,
DEBIT,04/14/2025,"SQ *SOPHIA'S JOURNEY Brookfield WI           04/12",-25.00,DEBIT_CARD,3632.40,,
DEBIT,04/14/2025,"SQ *SOPHIA'S JOURNEY Brookfield WI           04/12",-25.00,DEBIT_CARD,3657.40,,
DEBIT,04/14/2025,"NON-CHASE ATM WITHDRAW               631329  04/12265 SOUTH",-43.99,ATM,3682.40,,
DEBIT,04/14/2025,"Online Transfer to CHK ...0068 transaction#: 24392047901 04/14",-200.00,ACCT_XFER,3726.39,,
DEBIT,04/14/2025,"TAYLOR S PEOPLES PARK WAUKESHA WI            04/11",-75.44,DEBIT_CARD,3926.39,,
CREDIT,04/14/2025,"Zelle payment from WILLARD CONSTRUCTION GROUP LLC BACn1wwfubpk",2000.00,PARTNERFI_TO_CHASE,4001.83,,
DEBIT,04/10/2025,"ORIG CO NAME:SELF LENDER INC        ORIG ID:473596202  DESC DATE:       CO ENTRY DESCR:PAYMENTS  SEC:WEB    TRACE#:096001018968936 EED:250410   IND ID:114743622                    IND NAME:MARK GUNDRUM TRN: 1008968936TC",-48.00,MISC_DEBIT,2001.83,,
DEBIT,04/10/2025,"Online Transfer to CHK ...0068 transaction#: 24364841679 04/10",-300.00,ACCT_XFER,2049.83,,
DEBIT,04/10/2025,"TST*UNCLE WOLFIES BREAK Milwaukee WI         04/09",-40.51,DEBIT_CARD,2349.83,,
CREDIT,04/10/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000018973770 EED:250410   IND ID:ST-P7Y3N9K7X8Y5              IND NAME:MARK GUNDRUM TRN: 1008973770TC",344.95,ACH_CREDIT,2390.34,,
CREDIT,04/10/2025,"Zelle payment from OMAR SANCHEZ WFCT0YPYQ8PB",400.00,PARTNERFI_TO_CHASE,2045.39,,
DEBIT,04/08/2025,"Online Transfer to CHK ...0068 transaction#: 24341712443 04/08",-250.00,ACCT_XFER,1645.39,,
DEBIT,04/07/2025,"HIGHLEVEL AGENCY SUB GOHIGHLEVEL.C TX        04/06",-291.18,DEBIT_CARD,1895.39,,
DEBIT,04/04/2025,"WAL WAL-MART STORE 000 MILWAUKEE WI  055854  04/04",-76.72,DEBIT_CARD,2186.57,,
DEBIT,04/04/2025,"Online Transfer to CHK ...0068 transaction#: 24304333223 04/04",-222.22,ACCT_XFER,2263.29,,
CREDIT,04/03/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000025723530 EED:250403   IND ID:ST-W9Y5L0D1W9L1              IND NAME:MARK GUNDRUM TRN: 0935723530TC",442.25,ACH_CREDIT,2485.51,,
DEBIT,04/01/2025,"Payment to Chase card ending in 0678 04/01",-600.00,LOAN_PMT,2043.26,,
DEBIT,04/01/2025,"Zelle payment to ROSS YENERICH JPM99b39ok95",-12.50,CHASE_TO_PARTNERFI,2643.26,,
CREDIT,04/01/2025,"ORIG CO NAME:*KURIOSBRAND LLC       ORIG ID:SB64621602 DESC DATE:       CO ENTRY DESCR:DIG ACH   SEC:CCD    TRACE#:042000019075068 EED:250401   IND ID:SF38AD2EC022258              IND NAME:KuriosBrand LLC TRN: 0919075068TC",900.00,ACH_CREDIT,2655.76,,
CREDIT,04/01/2025,"Zelle payment from ACI ENTERPRISE, LLC WFCT0YNZYD4J",1000.00,PARTNERFI_TO_CHASE,1755.76,,
DEBIT,03/31/2025,"MONTHLY SERVICE FEE",-15.00,FEE_TRANSACTION,755.76,,
DEBIT,03/31/2025,"Online Transfer to  CHK ...0068 transaction#: 24084061997 03/31",-350.00,ACCT_XFER,770.76,,
DEBIT,03/31/2025,"Zelle payment to Chance (couch) JPM99b344xgs",-100.00,CHASE_TO_PARTNERFI,1120.76,,
DEBIT,03/31/2025,"Online Transfer to CHK ...0068 transaction#: 24222844387 03/31",-200.00,ACCT_XFER,1220.76,,
DEBIT,03/31/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              03/29",-100.00,DEBIT_CARD,1420.76,,
DEBIT,03/31/2025,"SMOKIN BRADY MILWAUKEE WI                    03/28",-24.81,DEBIT_CARD,1520.76,,
DEBIT,03/31/2025,"THE SOFIE MILWAUKEE WI                       03/28",-12.00,DEBIT_CARD,1545.57,,
DEBIT,03/28/2025,"Online Transfer to CHK ...0068 transaction#: 24212112705 03/28",-200.00,ACCT_XFER,1557.57,,
CREDIT,03/27/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000020580275 EED:250327   IND ID:ST-H8V6S2J7J8A5              IND NAME:MARK GUNDRUM TRN: 0860580275TC",345.45,ACH_CREDIT,1757.57,,
DEBIT,03/26/2025,"Online Transfer to CHK ...0068 transaction#: 24188232763 03/26",-200.00,ACCT_XFER,1412.12,,
DEBIT,03/24/2025,"Online Transfer to CHK ...0068 transaction#: 24146768305 03/24",-200.00,ACCT_XFER,1612.12,,
DEBIT,03/21/2025,"ORIG CO NAME:Credit Strong          ORIG ID:5122002794 DESC DATE:032125 CO ENTRY DESCR:CSTR PAYMTSEC:WEB    TRACE#:114994034339431 EED:250321   IND ID:1886653                      IND NAME:Mark Gundrum TRN: 0804339431TC",-90.00,MISC_DEBIT,1812.12,,
DEBIT,03/20/2025,"Online Transfer to CHK ...0068 transaction#: 24125323213 03/20",-300.00,ACCT_XFER,1902.12,,
DEBIT,03/20/2025,"Online Transfer to CHK ...0068 transaction#: 24114309897 03/20",-150.00,ACCT_XFER,2202.12,,
DEBIT,03/20/2025,"Online Transfer to CHK ...0068 transaction#: 24114318495 03/20",-600.00,ACCT_XFER,2352.12,,
CREDIT,03/20/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000027613105 EED:250320   IND ID:ST-Y4T4L3F8L0F3              IND NAME:MARK GUNDRUM TRN: 0797613105TC",345.45,ACH_CREDIT,2952.12,,
CREDIT,03/18/2025,"Zelle payment from ACI ENTERPRISE, LLC WFCT0YMN3B7V",1000.00,PARTNERFI_TO_CHASE,2606.67,,
DEBIT,03/17/2025,"Online Transfer to  CHK ...0068 transaction#: 23921973331 03/17",-350.00,ACCT_XFER,1606.67,,
DEBIT,03/17/2025,"APPLE.COM/BILL 866-712-7753 CA               03/15",-9.99,DEBIT_CARD,1956.67,,
CREDIT,03/13/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000024244693 EED:250313   IND ID:ST-N3R6K5Y9G2N2              IND NAME:MARK GUNDRUM TRN: 0724244693TC",344.95,ACH_CREDIT,1966.66,,
DEBIT,03/10/2025,"ORIG CO NAME:SELF LENDER INC        ORIG ID:473596202  DESC DATE:       CO ENTRY DESCR:PAYMENTS  SEC:WEB    TRACE#:096001017714051 EED:250310   IND ID:113690600                    IND NAME:MARK GUNDRUM TRN: 0697714051TC",-48.00,MISC_DEBIT,1621.71,,
CREDIT,03/10/2025,"Zelle payment from ROSS YENERICH HNA01Z8KZIT2",30.00,PARTNERFI_TO_CHASE,1669.71,,
DEBIT,03/07/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              03/06",-100.00,DEBIT_CARD,1639.71,,
DEBIT,03/07/2025,"RPS*Performanc 1003 RD 800-7040154 WI        03/06",-73.00,DEBIT_CARD,1739.71,,
DEBIT,03/06/2025,"Online Transfer to CHK ...0068 transaction#: 23962315009 03/06",-400.00,ACCT_XFER,1812.71,,
DEBIT,03/06/2025,"Payment to Chase card ending in 0678 03/06",-1000.00,LOAN_PMT,2212.71,,
DEBIT,03/06/2025,"HIGHLEVEL AGENCY SUB GOHIGHLEVEL.C TX        03/06",-297.00,DEBIT_CARD,3212.71,,
CREDIT,03/05/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000024535227 EED:250305   IND ID:ST-N1K6I8M2A7H1              IND NAME:MARK GUNDRUM TRN: 0644535227TC",442.25,ACH_CREDIT,3509.71,,
DEBIT,03/04/2025,"BEST BUY #26 WAUWATOSA WI            784500  03/04",-838.84,DEBIT_CARD,3067.46,,
CREDIT,03/04/2025,"Zelle payment from ACI ENTERPRISE, LLC WFCT0YL8SG6M",2900.00,PARTNERFI_TO_CHASE,3906.30,,
DEBIT,03/03/2025,"Online Transfer to  CHK ...0068 transaction#: 23722979781 03/03",-350.00,ACCT_XFER,1006.30,,
DEBIT,03/03/2025,"ORIG CO NAME:CHASE CREDIT CRD       ORIG ID:4760039224 DESC DATE:250228 CO ENTRY DESCR:AUTOPAYBUSSEC:PPD    TRACE#:021000029504777 EED:250303   IND ID:                             IND NAME:GUNDRUM MARK D TRN: 0629504777TC",-42.00,ACH_DEBIT,1356.30,,
DEBIT,03/03/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              03/02",-12.00,DEBIT_CARD,1398.30,,
DEBIT,03/03/2025,"Zelle payment to ROSS YENERICH JPM99azt8oy0",-12.50,CHASE_TO_PARTNERFI,1410.30,,
DEBIT,03/03/2025,"UNITED      01644763886 UNITED.COM TX        02/28",-40.00,DEBIT_CARD,1422.80,,
DEBIT,03/03/2025,"UNITED      01644763886 UNITED.COM TX        02/28",-50.00,DEBIT_CARD,1462.80,,
DEBIT,03/03/2025,"UNITED      01644763886 UNITED.COM TX        02/28",-100.00,DEBIT_CARD,1512.80,,
DEBIT,03/03/2025,"BOOST MOBILE HTTPS://WWW.D CO                03/01",-51.02,DEBIT_CARD,1612.80,,
DEBIT,02/28/2025,"MONTHLY SERVICE FEE",-15.00,FEE_TRANSACTION,1663.82,,
DEBIT,02/28/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000019874089 EED:250228   IND ID:ST-Z0A6Q0E3J3L4              IND NAME:MARK GUNDRUM TRN: 0599874089TC",-351.20,ACH_DEBIT,1678.82,,
DEBIT,02/27/2025,"Online Transfer to CHK ...0068 transaction#: 23862082640 02/27",-300.00,ACCT_XFER,2030.02,,
CREDIT,02/27/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000023301992 EED:250227   IND ID:ST-Y3B5C4T5G6K4              IND NAME:MARK GUNDRUM TRN: 0583301992TC",347.20,ACH_CREDIT,2330.02,,
CREDIT,02/26/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000020125504 EED:250226   IND ID:ST-Z6K8T9S7M9W2              IND NAME:MARK GUNDRUM TRN: 0570125504TC",685.00,ACH_CREDIT,1982.82,,
DEBIT,02/24/2025,"Online Transfer to CHK ...0068 transaction#: 23833810690 02/24",-200.00,ACCT_XFER,1297.82,,
DEBIT,02/24/2025,"ORIG CO NAME:STRIPE                 ORIG ID:1800948598 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:091000012066349 EED:250224   IND ID:ST-H1K1X5S6F2Q3              IND NAME:MARK GUNDRUM TRN: 0552066349TC",-351.20,ACH_DEBIT,1497.82,,
DEBIT,02/24/2025,"UNITED      01644747012 UNITED.COM TX        02/22",-100.00,DEBIT_CARD,1849.02,,
DEBIT,02/24/2025,"UNITED      01644745043 UNITED.COM TX        02/21",-40.00,DEBIT_CARD,1949.02,,
DEBIT,02/24/2025,"UNITED      01644745043 UNITED.COM TX        02/21",-50.00,DEBIT_CARD,1989.02,,
DEBIT,02/21/2025,"ORIG CO NAME:Credit Strong          ORIG ID:5122002794 DESC DATE:022125 CO ENTRY DESCR:CSTR PAYMTSEC:WEB    TRACE#:114994031888310 EED:250221   IND ID:1810749                      IND NAME:Mark Gundrum TRN: 0521888310TC",-90.00,MISC_DEBIT,2039.02,,
CREDIT,02/21/2025,"Zelle payment from Siegfried William COFTCZC111IW",50.00,PARTNERFI_TO_CHASE,2129.02,,
CREDIT,02/21/2025,"Zelle payment from KIMBERLY M COLE 23802849348",100.00,QUICKPAY_CREDIT,2079.02,,
CREDIT,02/21/2025,"ORIG CO NAME:KuriosBrand LLC        ORIG ID:814357085  DESC DATE:250221 CO ENTRY DESCR:989EBF5510SEC:PPD    TRACE#:211370157633372 EED:250221   IND ID:                             IND NAME:MARK GUNDRUM TRN: 0527633372TC",339.78,MISC_CREDIT,1979.02,,
CREDIT,02/21/2025,"ORIG CO NAME:STRIPE                 ORIG ID:4270465600 DESC DATE:       CO ENTRY DESCR:TRANSFER  SEC:CCD    TRACE#:111000022567663 EED:250221   IND ID:ST-U6X0I3A6P7S1              IND NAME:MARK GUNDRUM TRN: 0522567663TC",345.45,ACH_CREDIT,1639.24,,
DEBIT,02/20/2025,"Online Realtime Transfer to Taxes  3485 transaction#: 23787916412 reference#: 9787916412RX 02/20",-250.00,ACCT_XFER,1293.79,,
DEBIT,02/20/2025,"Online Transfer to CHK ...0068 transaction#: 23784998839 02/20",-250.00,ACCT_XFER,1543.79,,
DEBIT,02/18/2025,"APPLE COM BILL CUPERTINO CA          440163  02/15",-9.99,DEBIT_CARD,1793.79,,
DEBIT,02/18/2025,"HIGHLEVEL INC. GOHIGHLEVEL.C TX              02/14",-100.00,DEBIT_CARD,1803.78,,
DEBIT,02/18/2025,"APPLE CASH SENT MONE 1INFINITELOOP CA        02/14",-40.00,DEBIT_CARD,1903.78,,
CREDIT,02/18/2025,"Zelle payment from ACI ENTERPRISE, LLC WFCT0YJV6G7Z",1000.00,PARTNERFI_TO_CHASE,1943.78,,
DEBIT,02/14/2025,"Online Transfer to  CHK ...0068 transaction#: 23600074339 02/14",-350.00,ACCT_XFER,943.78,,
DEBIT,02/12/2025,"APPLE CASH SENT MONE 1INFINITELOOP CA        02/11",-100.00,DEBIT_CARD,1293.78,,
DEBIT,02/10/2025,"ORIG CO NAME:SELF LENDER INC        ORIG ID:473596202  DESC DATE:       CO ENTRY DESCR:PAYMENTS  SEC:WEB    TRACE#:096001013327647 EED:250210   IND ID:112717332                    IND NAME:MARK GUNDRUM TRN: 0413327647TC",-48.00,MISC_DEBIT,1393.78,,
DEBIT,02/10/2025,"TRAVEL GUARD GROUP I HTTPS//WWW.UN WI        02/07",-16.94,DEBIT_CARD,1441.78,,
DEBIT,02/10/2025,"UNITED      01624581552 UNITED.COM TX        02/07",-247.44,DEBIT_CARD,1458.72,,
